       mol;    enlace;       Std;       Dip;      Dip2;       Hyd;      Pols;       Mol;       Pol;       Van;       Gas;       Ato;        r2;      pi2h;       b2h;       b2o;       l16
      73.0;       9.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.118723;  8.007333;      0.06;     0.092; -0.095667; -0.097333;     0.409
      73.0;      10.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.011937; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      73.0;      11.0;       0.0;       0.0;       0.8;  0.357183;     14.12;  4.515167;     1.982;  1.466667; -0.034147; 20.037167;      0.06;  0.033667;       0.0;       0.0;     0.208
      73.0;      12.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.040296;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      73.0;      13.0;       1.4;       0.0;       0.0;  0.169483;       0.0;  2.976333;      1.58;  1.416667; -0.009654; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      73.0;      14.0;      1.46;       0.0;       0.0;  0.180867;       0.0;  2.602667;     1.264;  1.133333;  0.009122;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      73.0;      15.0;       0.0;       0.0;       0.8;  0.402283;     14.12;  4.646833;     1.982;  1.466667; -0.053329; 20.037167;      0.06;  0.033667;       0.0;       0.0;     0.208
      73.0;      16.0;       1.4;       0.0;       0.0;  0.169483;       0.0;  2.976333;      1.58;  1.416667; -0.029027; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      73.0;      17.0;       1.4;       0.0;       0.0;  0.169483;       0.0;  2.976333;      1.58;  1.416667; -0.025404; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      73.0;      18.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.052888;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      73.0;      19.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.027797; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      73.0;      20.0;       1.4;       0.0;       0.0;  0.143833;       0.0;  2.618333;     1.264;  1.133333;  0.019938;  8.007333;      0.16;     0.074;  0.006333;     0.006;     0.456
      73.0;      21.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333; -0.006947;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
      73.0;      22.0;      1.45;       0.0;       0.0; -0.093817;       0.0;  3.673167;     1.308;  1.416667;  0.098248; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      73.0;      23.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;  0.063376;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      73.0;      24.0;      1.16;       2.4;       2.4;  -0.02625;     17.07;     2.725;     1.245;       2.4; -0.220772;   22.0045;    -0.007;     0.395;    0.3395;     0.345;    0.7295
      73.0;      25.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.465107; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
      73.0;      26.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.032661; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      73.0;      27.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.034736;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      73.0;      28.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.030906; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      73.0;      29.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.028415; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      73.0;      30.0;      1.38;       0.0;       0.0;   -0.2035;       0.0;     2.753;     1.061;       1.7;  0.024651;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
      74.0;       1.0;       0.0;       0.4;      0.45; -0.309733;      1.08;     3.366;  1.382333;  2.233333; -0.103102;     16.68; -0.030667;  0.032667;  0.224667;  0.218333;  0.454333
      74.0;       2.0;      1.33;       0.4;      0.45; -0.207983;      1.08;    1.9895;  0.851833;  1.383333; -0.090157;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
      74.0;       3.0;       1.4;       0.4;      0.45; -0.066467;      1.08;  1.473667;     0.675;       1.1;  -0.04806;  8.672667;     0.103;  0.119667;  0.221333;     0.225;     0.283
      74.0;       4.0;      1.38;       0.0;       0.0;  -0.12755;       0.0;    2.6205;     1.061;       1.7; -0.004872;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
      74.0;       5.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.019055; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
      74.0;       6.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.017971; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      74.0;       7.0;       1.4;       0.0;       0.0;  0.090667;       0.0;  2.339333;     1.264;  1.133333; -0.011027;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      74.0;       8.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.049093; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      74.0;       9.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.110444;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      74.0;      10.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.171594; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
      74.0;      11.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.051032; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      74.0;      12.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.171545; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
      74.0;      13.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.003374; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      74.0;      14.0;      1.46;      0.68;       0.0;    0.0851;       0.0;  2.030333;  0.985667;  1.133333;  0.045253;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
      74.0;      15.0;       0.0;      0.86;       0.7; -0.249533;     20.23;  1.684467;  0.990667;  2.116667; -0.329659; 20.002667;  0.090667;     0.259;  0.310667;  0.317667;  0.821667
      74.0;      16.0;      1.33;      0.86;       0.7;   -0.3115;     4.615;    1.9675;     0.849;     1.625; -0.111391;    14.005;     0.007;    0.0925;    0.1055;     0.113;    0.4295
      74.0;      17.0;      1.33;      0.86;       0.7;   -0.3115;     4.615;    1.9675;     0.849;     1.625; -0.111392;    14.005;     0.007;    0.0925;    0.1055;     0.113;    0.4295
      75.0;       1.0;       0.0;       0.4;      0.45; -0.309733;      1.08;     3.366;  1.382333;  2.233333; -0.106673;     16.68; -0.030667;  0.032667;  0.224667;  0.218333;  0.454333
      75.0;       2.0;      1.33;       0.4;      0.45; -0.207983;      1.08;    1.9895;  0.851833;  1.383333; -0.094881;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
      75.0;       3.0;       1.4;       0.4;      0.45;   -0.1746;      1.08;  1.523333;     0.675;       1.1; -0.064883;  8.672667;     0.103;  0.119667;  0.221333;     0.225;     0.283
      75.0;       4.0;      1.38;       0.0;       0.0;   -0.0297;       0.0;     2.628;     1.061;       1.7; -0.013344;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
      75.0;       5.0;      1.46;       0.0;       0.0;  0.047875;       0.0;    1.8955;   0.79575;     1.275; -0.006275;   9.00825;   0.04675;   0.01775;   0.00925;   0.01175;   0.36025
      75.0;       6.0;       0.0;       0.0;       0.0;  0.119925;       0.0;     3.147;   1.32625;     2.125; -0.044647;  15.01375;  -0.05725;  -0.05725;   0.01625;   0.01175;   0.43175
      75.0;       7.0;      1.52;      0.68;       0.0;  0.021158;       0.0;  1.813667;   0.89725;  0.991667;  0.003618;  7.006417;   0.10675;  0.051417;   0.00925;   0.01175;   0.31875
      75.0;       8.0;      1.52;       0.0;       0.0; -0.092542;       0.0;  1.554333;  0.618917;  0.991667;  0.037835;  7.006417;  0.076417;   0.02975;  0.012917;  0.018417;  0.260417
      75.0;       9.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.010963; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      75.0;      10.0;       1.4;       0.0;       0.0;    0.1993;       0.0;  2.525333;     1.264;  1.133333;  0.010104;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      75.0;      11.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.031381; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      75.0;      12.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.469444; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
      75.0;      13.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.029435; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      75.0;      14.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.026443;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      75.0;      15.0;       1.4;       0.0;       0.0;  0.233017;       0.0;  3.030667;      1.58;  1.416667; -0.003429; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      75.0;      16.0;      1.48;       0.4;      0.45;  0.005367;      1.08;  2.295333;  0.953333;       1.1; -0.105305;  8.672667;  0.175333;     0.132;     0.107;  0.112667;  0.497667
      75.0;      17.0;       0.0;       0.4;      0.45;   -0.3521;      1.08;  3.692667;  1.382333;  2.233333; -0.111187;     16.68;  0.011333;  0.023333;     0.114;  0.112667;  0.610667
      75.0;      18.0;       1.4;       0.4;      0.45; -0.216967;      1.08;      1.85;     0.675;       1.1; -0.088863;  8.672667;     0.145;  0.110333;  0.110667;  0.119333;  0.439333
      76.0;       1.0;       0.0;       0.0;      0.45; -0.252367;  1.643333;     3.146;  1.424333;  2.233333; -0.062032;     16.68; -0.076333;  0.013333;  0.137667;  0.112667;  0.585667
      76.0;       2.0;      1.34;       0.0;       1.4; -0.028917;  1.643333;     2.409;  1.311333;  1.383333; -0.074732;   10.6745;  0.061667;  0.113333;  0.136167;  0.118667;  0.499167
      76.0;       3.0;       0.0;       0.0;       0.0; -0.269917;  8.088333;     1.835;  0.878333;  1.333333; -0.182251;   11.6725;  0.050667;  0.199833;  0.291167;  0.262667;  0.551667
      76.0;       4.0;       1.4;       0.0;       0.0;  0.169483;       0.0;  2.976333;      1.58;  1.416667;  0.030299; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      76.0;       5.0;      1.46;       0.0;       0.0;  0.180867;       0.0;  2.602667;     1.264;  1.133333;  0.044836;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      76.0;       6.0;       1.4;       0.0;       0.0;  0.169483;       0.0;  2.976333;      1.58;  1.416667;  0.042529; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      76.0;       7.0;       1.4;       0.0;       0.0;  0.169483;       0.0;  2.976333;      1.58;  1.416667;   0.01646; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      76.0;       8.0;      1.34;       0.0;       1.4; -0.071517;     6.445;  2.402333;     1.147;  1.366667; -0.051534; 11.007167;     0.083;  0.145167;    0.1605;      0.15;     0.495
      76.0;       9.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.022575;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      76.0;      10.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667;  0.043582; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      76.0;      11.0;      1.34;       0.0;       1.4;  -0.06345;     6.445;  2.549667;     1.147;  1.366667; -0.066499; 11.007167;     0.123;  0.151833;  0.166833;     0.156;     0.535
      76.0;      12.0;      1.34;       0.0;       1.4; -0.009467;      1.47;  2.182667;  0.995333;       1.1; -0.021256;  8.672667;  0.115333;  0.114667;  0.113333;     0.106;  0.439333
      76.0;      13.0;      1.34;       0.0;       1.4;   -0.0829;     6.445;     2.776;     1.463;      1.65; -0.091933;    13.009;     0.057;    0.1365;     0.166;     0.156;    0.5215
      76.0;      14.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.048049; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      76.0;      15.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;  0.030674; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
      76.0;      16.0;      1.34;       0.0;       1.4; -0.062633;      1.47;  1.903667;  0.995333;       1.1; -0.049981;  8.672667;  0.075333;     0.108;     0.107;       0.1;  0.399333
      76.0;      17.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.005453; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
      76.0;      18.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.041977; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      76.0;      19.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.038346; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      76.0;      20.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.045994;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      76.0;      21.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667;  0.005623; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      76.0;      22.0;      1.34;       0.0;       1.4;  -0.06345;     6.445;  2.549667;     1.147;  1.366667; -0.104745; 11.007167;     0.123;  0.151833;  0.166833;     0.156;     0.535
      76.0;      23.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333;  0.023533;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
      76.0;      24.0;      1.34;       0.0;       1.4;   -0.0829;     6.445;     2.776;     1.463;      1.65; -0.114379;    13.009;     0.057;    0.1365;     0.166;     0.156;    0.5215
      76.0;      25.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.007833;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      76.0;      26.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.047226;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      76.0;      27.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.025493; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      76.0;      28.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.024453; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      76.0;      29.0;       0.0;       0.0;       0.0; -0.269917;     7.915;     1.835;  0.878333;  1.333333; -0.155407;   11.6725;  0.038333;  0.185833;    0.2675;      0.25;  0.478333
      76.0;      30.0;      1.34;       0.0;       1.4;   -0.0829;     6.445;     2.776;     1.463;      1.65; -0.061338;    13.009;     0.057;    0.1365;     0.166;     0.156;    0.5215
      77.0;       1.0;       0.0;       0.4;      0.45; -0.309733;      1.08;     3.366;  1.382333;  2.233333; -0.112776;     16.68; -0.030667;  0.032667;  0.224667;  0.218333;  0.454333
      77.0;       2.0;      1.33;       0.4;      0.45; -0.207983;      1.08;    1.9895;  0.851833;  1.383333; -0.090464;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
      77.0;       3.0;       1.4;       0.4;      0.45;   -0.1746;      1.08;  1.523333;     0.675;       1.1; -0.090216;  8.672667;     0.103;  0.119667;  0.221333;     0.225;     0.283
      77.0;       4.0;      1.45;       0.0;       0.0; -0.170117;       0.0;  2.286833;  0.884167;  1.416667;  0.023843; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
